defi_protocol,logic_addr,storage_addr,func_sign,platform,block_number,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x715018a6,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x753d02a1,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x7965d56d,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x83b4ac68,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x854cff2f,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x8da5cb5b,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x8f32d59b,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x95d89b41,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x98118cb4,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x9b2912cc,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x9b87676c,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xa22d4832,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xa33651bd,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xa457c2d7,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xa8aa1b31,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xa8b08982,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xa9059cbb,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xafb9cf6d,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xb09f1266,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xbd595581,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xbe91533e,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xcc32d176,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xcfbac92f,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xd28d8852,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xd4399790,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xd51ed1c8,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xdd62ed3e,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xe0c4f12d,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xe15beb80,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xe9be77e8,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xf2fde38b,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xf887ea40,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0xf9f92be4,BSC,25270000,,,
RingFi,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x021988d2c89b1A9Ff56641b2F247942358FF05c9,0x00000000,BSC,25270000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x00000000,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x1ffc9a7,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x6fdde03,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x95ea7b3,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x18160ddd,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x23b872dd,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x248a9ca3,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x2f2ff15d,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x313ce567,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x3644e515,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x36568abe,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x39509351,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x40c10f19,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x42966c68,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x70a08231,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x79cc6790,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x7ecebe00,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x9010d07c,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x91d14854,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x95d89b41,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xa217fddf,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xa457c2d7,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xa9059cbb,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xca15c873,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xd505accf,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xd5391393,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xd547741f,ETH,16528000,,,
Meme Dollar,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xdd62ed3e,ETH,16528000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x39d6ec,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xbf26f4,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xf714ce,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x6fdde03,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x95ea7b3,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xd707df8,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x18160ddd,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x23b872dd,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x2e1a7d4d,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x2ebe3fbb,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x30adf81f,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x313ce567,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x3644e515,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x3ccfd60b,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x4000aea0,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x40c10f19,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x4ca8f0ed,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x52113ba7,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x5f9b105d,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x605629d6,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x60e232a9,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x628d6cba,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x6817031b,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x6a42b8f8,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x6e553f65,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x6f307dc3,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x70a08231,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x7ecebe00,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x81a37c18,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x8623ec7b,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x87689e28,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x8da5cb5b,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x91c5df49,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x95d89b41,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x9dc29fac,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xa045442c,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xa29dff72,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xa9059cbb,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xaa271e1a,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xb6b55f25,BSC,25270000,,,
BaconDAO,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,0xbebbf4d0,BSC,25270000,,,
